field_id,crop,mae,rmse,corr,bias,skill_score,variable
CA_248652,61,0.93,1.19,0.88,-0.31,0.93,ETo
CA_248663,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_248688,61,1.03,1.28,0.75,-0.6,0.81,ETo
CA_248689,47,0.87,1.09,0.83,-0.33,0.89,ETo
CA_248722,69,1.04,1.31,0.84,-0.51,0.89,ETo
CA_248737,47,1.01,1.28,0.86,-0.46,0.91,ETo
CA_248749,61,0.83,1.03,0.8,-0.39,0.86,ETo
CA_248760,69,0.81,1.0,0.82,-0.33,0.88,ETo
CA_248786,61,0.92,1.19,0.88,-0.28,0.93,ETo
CA_248793,61,0.82,1.03,0.84,-0.43,0.89,ETo
CA_248799,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_248852,69,1.1,1.37,0.81,-0.67,0.86,ETo
CA_248858,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_248877,37,0.84,1.07,0.78,-0.42,0.83,ETo
CA_248880,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_248888,69,0.71,0.89,0.83,-0.33,0.88,ETo
CA_248889,47,0.84,1.04,0.82,-0.35,0.88,ETo
CA_248926,69,1.0,1.25,0.74,-0.6,0.8,ETo
CA_248949,61,0.82,1.03,0.84,-0.43,0.89,ETo
CA_248967,47,1.04,1.3,0.81,-0.58,0.86,ETo
CA_249008,47,0.82,1.01,0.84,-0.31,0.9,ETo
CA_249053,69,0.92,1.16,0.88,-0.28,0.92,ETo
CA_249083,47,0.92,1.15,0.82,-0.33,0.89,ETo
CA_249088,69,0.71,0.89,0.83,-0.33,0.88,ETo
CA_249091,69,0.85,1.06,0.79,-0.36,0.85,ETo
CA_249101,69,0.85,1.06,0.79,-0.36,0.85,ETo
CA_249122,47,0.98,1.21,0.82,-0.37,0.88,ETo
CA_249138,61,0.9,1.12,0.77,-0.45,0.83,ETo
CA_249145,69,0.85,1.06,0.79,-0.36,0.85,ETo
CA_249166,47,1.01,1.28,0.86,-0.46,0.91,ETo
CA_249176,69,1.0,1.25,0.74,-0.6,0.8,ETo
CA_249203,47,1.01,1.26,0.82,-0.5,0.88,ETo
CA_249248,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_249252,69,0.85,1.07,0.82,-0.48,0.87,ETo
CA_249254,47,1.03,1.28,0.75,-0.6,0.81,ETo
CA_249284,69,0.85,1.06,0.79,-0.36,0.85,ETo
CA_249291,47,0.97,1.21,0.77,-0.53,0.83,ETo
CA_249296,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_249344,69,0.82,1.02,0.85,-0.29,0.91,ETo
CA_249348,69,0.92,1.14,0.84,-0.27,0.9,ETo
CA_249396,69,0.82,1.03,0.84,-0.43,0.89,ETo
CA_249407,47,0.87,1.09,0.83,-0.33,0.89,ETo
CA_249414,47,0.87,1.09,0.82,-0.45,0.87,ETo
CA_249456,61,0.98,1.23,0.88,-0.43,0.92,ETo
CA_249462,69,0.93,1.15,0.78,-0.52,0.83,ETo
CA_249468,69,1.09,1.35,0.75,-0.64,0.81,ETo
CA_249479,69,0.93,1.18,0.86,-0.36,0.91,ETo
CA_249507,61,1.04,1.3,0.81,-0.58,0.86,ETo
CA_249524,61,0.86,1.07,0.84,-0.25,0.9,ETo
CA_249531,47,1.02,1.29,0.85,-0.47,0.9,ETo
CA_249545,47,1.09,1.35,0.75,-0.64,0.81,ETo
CA_249576,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_249601,69,0.82,1.02,0.84,-0.39,0.89,ETo
CA_249627,69,0.86,1.09,0.88,-0.21,0.93,ETo
CA_249685,69,0.84,1.04,0.82,-0.35,0.88,ETo
CA_249694,69,0.97,1.24,0.87,-0.35,0.92,ETo
CA_249725,69,0.84,1.04,0.82,-0.35,0.88,ETo
CA_249733,69,0.82,1.03,0.84,-0.43,0.89,ETo
CA_249774,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_249783,69,1.04,1.31,0.75,-0.59,0.81,ETo
CA_249784,61,0.92,1.14,0.84,-0.27,0.9,ETo
CA_249796,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_249846,47,0.92,1.15,0.82,-0.33,0.89,ETo
CA_249856,69,0.85,1.06,0.79,-0.36,0.85,ETo
CA_249858,47,0.93,1.14,0.8,-0.48,0.85,ETo
CA_249863,47,0.94,1.17,0.8,-0.48,0.86,ETo
CA_249864,69,0.84,1.04,0.82,-0.35,0.88,ETo
CA_249875,47,0.93,1.19,0.88,-0.31,0.93,ETo
CA_249887,61,0.76,0.94,0.86,-0.29,0.91,ETo
CA_249898,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_249944,69,0.95,1.17,0.83,-0.45,0.88,ETo
CA_249946,61,0.86,1.07,0.84,-0.25,0.9,ETo
CA_249988,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_249989,47,0.99,1.22,0.81,-0.42,0.88,ETo
CA_249997,47,1.03,1.28,0.75,-0.6,0.81,ETo
CA_249999,69,0.84,1.07,0.78,-0.42,0.83,ETo
CA_250003,69,1.03,1.28,0.75,-0.6,0.81,ETo
CA_250044,69,0.96,1.19,0.84,-0.34,0.9,ETo
CA_250130,69,0.82,1.01,0.87,-0.35,0.92,ETo
CA_250143,47,0.83,1.03,0.8,-0.39,0.86,ETo
CA_250155,47,0.91,1.15,0.86,-0.3,0.92,ETo
CA_250182,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_250186,47,0.94,1.16,0.82,-0.45,0.88,ETo
CA_250200,61,0.82,1.04,0.79,-0.37,0.85,ETo
CA_250208,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_250211,61,0.95,1.21,0.87,-0.36,0.92,ETo
CA_250212,69,1.04,1.3,0.81,-0.58,0.86,ETo
CA_250221,47,1.03,1.28,0.75,-0.6,0.81,ETo
CA_250290,69,0.99,1.23,0.85,-0.44,0.9,ETo
CA_250295,69,0.92,1.14,0.84,-0.27,0.9,ETo
CA_250318,47,0.93,1.15,0.78,-0.52,0.83,ETo
CA_250324,47,0.71,0.89,0.83,-0.33,0.88,ETo
CA_250328,47,0.93,1.15,0.78,-0.52,0.83,ETo
CA_250355,47,0.97,1.21,0.77,-0.53,0.83,ETo
CA_250356,61,0.85,1.06,0.79,-0.36,0.85,ETo
CA_250364,69,0.85,1.07,0.82,-0.48,0.87,ETo
CA_250373,69,0.93,1.14,0.8,-0.48,0.85,ETo
CA_250388,47,0.94,1.16,0.82,-0.45,0.88,ETo
CA_250406,61,0.76,0.94,0.86,-0.29,0.91,ETo
CA_250435,69,0.94,1.16,0.82,-0.45,0.88,ETo
CA_250438,69,0.99,1.23,0.85,-0.44,0.9,ETo
CA_250500,69,0.84,1.04,0.82,-0.35,0.88,ETo
CA_250502,47,0.71,0.89,0.83,-0.33,0.88,ETo
CA_250522,69,0.81,1.01,0.85,-0.34,0.91,ETo
CA_250527,47,0.87,1.09,0.83,-0.33,0.89,ETo
CA_250543,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_250568,69,0.92,1.14,0.84,-0.27,0.9,ETo
CA_250576,69,0.71,0.89,0.83,-0.33,0.88,ETo
CA_250606,47,0.82,1.04,0.79,-0.37,0.85,ETo
CA_250608,69,0.97,1.24,0.87,-0.35,0.92,ETo
CA_250617,69,0.93,1.14,0.8,-0.48,0.85,ETo
CA_250625,61,0.92,1.16,0.87,-0.28,0.92,ETo
CA_250626,69,1.05,1.3,0.83,-0.24,0.89,ETo
CA_250660,69,0.93,1.16,0.85,-0.23,0.91,ETo
CA_250673,47,1.04,1.31,0.84,-0.51,0.89,ETo
CA_250696,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_250757,47,0.92,1.13,0.8,-0.45,0.86,ETo
CA_250774,47,0.84,1.03,0.82,-0.32,0.88,ETo
CA_250791,69,0.93,1.14,0.8,-0.48,0.85,ETo
CA_250803,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_250863,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_250898,47,0.85,1.07,0.82,-0.48,0.87,ETo
CA_250911,69,0.87,1.09,0.82,-0.45,0.87,ETo
CA_250917,61,0.83,1.04,0.84,-0.3,0.9,ETo
CA_250919,47,0.87,1.09,0.83,-0.33,0.89,ETo
CA_250938,47,0.86,1.07,0.84,-0.25,0.9,ETo
CA_250979,61,1.04,1.3,0.81,-0.58,0.86,ETo
CA_250998,61,0.97,1.23,0.88,-0.39,0.92,ETo
CA_251003,47,0.98,1.25,0.86,-0.17,0.92,ETo
CA_251020,61,0.93,1.19,0.88,-0.31,0.93,ETo
CA_251037,69,0.93,1.19,0.88,-0.3,0.93,ETo
CA_251043,69,0.97,1.24,0.87,-0.35,0.92,ETo
CA_251053,61,0.91,1.16,0.87,-0.31,0.92,ETo
CA_251078,61,0.91,1.14,0.87,-0.28,0.92,ETo
CA_251092,47,0.94,1.16,0.82,-0.39,0.88,ETo
CA_251118,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_251129,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_251134,47,0.82,1.04,0.79,-0.37,0.85,ETo
CA_251179,47,1.04,1.28,0.71,-0.65,0.77,ETo
CA_251191,47,0.77,0.96,0.81,-0.37,0.87,ETo
CA_251195,61,1.04,1.31,0.75,-0.59,0.81,ETo
CA_251304,47,1.04,1.31,0.84,-0.51,0.89,ETo
CA_251336,47,1.04,1.28,0.71,-0.65,0.77,ETo
CA_251339,47,0.98,1.21,0.82,-0.37,0.88,ETo
CA_251340,61,0.93,1.19,0.88,-0.31,0.93,ETo
CA_251382,47,0.87,1.09,0.83,-0.33,0.89,ETo
CA_251384,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_251400,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_251411,47,1.01,1.26,0.82,-0.5,0.88,ETo
CA_251415,61,0.77,0.96,0.81,-0.37,0.87,ETo
CA_251450,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_251476,47,0.93,1.15,0.78,-0.52,0.83,ETo
CA_251480,47,0.98,1.21,0.82,-0.37,0.88,ETo
CA_251481,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_251524,47,0.84,1.03,0.82,-0.32,0.88,ETo
CA_251529,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_251576,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_251578,47,0.83,1.03,0.8,-0.39,0.86,ETo
CA_251610,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_251678,47,0.89,1.09,0.78,-0.49,0.83,ETo
CA_251688,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_251701,47,1.03,1.28,0.75,-0.6,0.81,ETo
CA_251743,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_251752,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_251802,47,1.04,1.3,0.81,-0.58,0.86,ETo
CA_251803,47,0.98,1.21,0.82,-0.37,0.88,ETo
CA_251806,47,1.04,1.31,0.84,-0.51,0.89,ETo
CA_251814,61,0.87,1.1,0.88,-0.18,0.93,ETo
CA_251816,47,0.84,1.04,0.82,-0.35,0.88,ETo
CA_251820,47,0.84,1.03,0.82,-0.32,0.88,ETo
CA_251827,47,0.78,0.96,0.81,-0.34,0.87,ETo
CA_251864,47,0.92,1.15,0.82,-0.33,0.89,ETo
CA_251888,47,0.94,1.17,0.8,-0.48,0.86,ETo
CA_251912,47,0.93,1.14,0.8,-0.48,0.85,ETo
CA_251920,69,0.93,1.14,0.8,-0.48,0.85,ETo
CA_251928,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_251969,69,0.99,1.25,0.81,-0.5,0.87,ETo
CA_251982,69,1.0,1.25,0.74,-0.6,0.8,ETo
CA_251986,47,0.71,0.89,0.83,-0.33,0.88,ETo
CA_251995,69,0.95,1.2,0.87,-0.48,0.91,ETo
CA_252007,47,0.77,0.96,0.81,-0.37,0.87,ETo
CA_252027,69,1.0,1.25,0.74,-0.6,0.8,ETo
CA_252031,47,0.93,1.15,0.78,-0.52,0.83,ETo
CA_252046,47,0.85,1.06,0.79,-0.36,0.85,ETo
CA_252089,69,0.88,1.09,0.85,-0.28,0.91,ETo
CA_252118,47,1.01,1.28,0.86,-0.46,0.91,ETo
CA_252183,47,0.65,0.81,0.82,-0.33,0.87,ETo
CA_252196,47,0.65,0.81,0.82,-0.33,0.87,ETo
CA_252203,47,0.65,0.81,0.82,-0.33,0.87,ETo
CA_252230,47,0.74,0.92,0.8,-0.39,0.86,ETo
CA_252232,47,0.85,1.06,0.78,-0.5,0.83,ETo
CA_252254,47,0.85,1.06,0.78,-0.5,0.83,ETo
CA_252296,47,0.71,0.89,0.83,-0.33,0.88,ETo
CA_252301,47,0.77,0.96,0.81,-0.37,0.87,ETo
CA_252322,47,0.83,1.03,0.8,-0.39,0.86,ETo
CA_252334,47,0.83,1.03,0.8,-0.39,0.86,ETo
CA_252359,47,0.92,1.13,0.8,-0.45,0.86,ETo
CA_252374,47,0.93,1.14,0.8,-0.48,0.85,ETo
CA_252397,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_252400,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_252417,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_252439,47,0.82,1.04,0.83,-0.46,0.87,ETo
CA_252444,47,0.85,1.07,0.82,-0.48,0.87,ETo
CA_252462,69,0.85,1.07,0.82,-0.48,0.87,ETo
CA_252463,69,0.83,1.04,0.84,-0.3,0.9,ETo
CA_252479,47,0.94,1.16,0.82,-0.39,0.88,ETo
CA_252486,47,0.83,1.04,0.84,-0.3,0.9,ETo
CA_252530,47,0.98,1.21,0.82,-0.37,0.88,ETo
CA_252534,47,1.01,1.26,0.82,-0.5,0.88,ETo
CA_252538,47,0.96,1.19,0.84,-0.34,0.9,ETo
CA_252549,47,1.05,1.32,0.83,-0.57,0.88,ETo
CA_252567,47,1.01,1.27,0.85,-0.47,0.9,ETo
CA_252577,47,1.04,1.31,0.84,-0.51,0.89,ETo
CA_252618,47,0.85,1.06,0.78,-0.5,0.83,ETo
CA_252621,47,0.85,1.06,0.78,-0.5,0.83,ETo
CA_252626,47,0.74,0.92,0.8,-0.39,0.86,ETo
CA_252645,47,0.71,0.89,0.83,-0.33,0.88,ETo
CA_252652,47,0.77,0.96,0.81,-0.37,0.87,ETo
CA_252657,47,0.77,0.96,0.81,-0.37,0.87,ETo
CA_252701,47,0.74,0.92,0.8,-0.39,0.86,ETo
CA_252702,122,0.74,0.93,0.79,-0.4,0.85,ETo
CA_252711,69,0.83,1.03,0.8,-0.39,0.86,ETo
CA_252716,47,0.99,1.25,0.81,-0.5,0.87,ETo
CA_252720,47,0.83,1.03,0.8,-0.39,0.86,ETo
CA_252751,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_252753,47,0.93,1.14,0.8,-0.48,0.85,ETo
CA_252754,47,0.87,1.07,0.82,-0.38,0.87,ETo
CA_252774,47,0.9,1.12,0.77,-0.45,0.83,ETo
CA_252809,47,0.87,1.11,0.78,-0.49,0.84,ETo
CA_252828,69,0.85,1.07,0.82,-0.48,0.87,ETo
CA_252861,47,0.86,1.07,0.84,-0.25,0.9,ETo
CA_252874,47,1.01,1.25,0.83,-0.46,0.89,ETo
CA_252887,47,0.96,1.19,0.84,-0.34,0.9,ETo
CA_252904,47,1.02,1.29,0.85,-0.47,0.9,ETo
CA_252913,47,0.93,1.18,0.88,-0.22,0.93,ETo
CA_252919,61,0.9,1.14,0.88,-0.27,0.92,ETo
CA_252928,61,0.94,1.19,0.87,-0.31,0.92,ETo
CA_252935,61,0.77,0.99,0.9,-0.17,0.94,ETo
CA_252973,47,0.93,1.15,0.78,-0.52,0.83,ETo
CA_253002,47,0.66,0.83,0.87,-0.34,0.91,ETo
CA_253025,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_253047,61,0.67,0.81,0.74,-0.49,0.73,ETo
CA_253072,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_253080,47,0.66,0.82,0.77,-0.45,0.8,ETo
CA_253113,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_253132,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_253184,61,0.64,0.8,0.73,-0.38,0.78,ETo
CA_253185,61,0.7,0.87,0.71,-0.47,0.74,ETo
CA_253223,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_253254,47,0.57,0.68,0.8,-0.43,0.78,ETo
CA_253275,47,0.57,0.68,0.8,-0.43,0.78,ETo
CA_253284,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_253303,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_253321,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_253339,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_253386,47,0.56,0.7,0.74,-0.33,0.78,ETo
CA_253399,47,0.58,0.73,0.81,-0.36,0.84,ETo
CA_253402,47,0.59,0.72,0.73,-0.45,0.7,ETo
CA_253417,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_253433,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_253441,47,0.67,0.81,0.74,-0.49,0.73,ETo
CA_253496,47,0.84,1.06,0.68,-0.54,0.72,ETo
CA_253515,47,0.64,0.78,0.72,-0.46,0.72,ETo
CA_253537,47,0.66,0.82,0.77,-0.45,0.8,ETo
CA_253541,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_253544,47,0.51,0.64,0.73,-0.3,0.77,ETo
CA_253554,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_253559,61,0.59,0.72,0.73,-0.45,0.7,ETo
CA_253578,47,0.58,0.73,0.81,-0.36,0.84,ETo
CA_253591,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_253596,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_253611,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_253621,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_253625,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_253638,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_253662,47,0.8,0.99,0.71,-0.51,0.75,ETo
CA_253663,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_253711,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_253715,47,0.64,0.78,0.72,-0.46,0.72,ETo
CA_253717,47,0.59,0.72,0.73,-0.45,0.7,ETo
CA_253734,47,0.59,0.72,0.73,-0.45,0.7,ETo
CA_253756,47,0.54,0.66,0.72,-0.37,0.73,ETo
CA_253764,47,0.61,0.75,0.77,-0.42,0.79,ETo
CA_253781,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_253799,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_253839,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_253853,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_253873,47,0.42,0.52,0.8,-0.32,0.76,ETo
CA_253884,47,0.61,0.76,0.83,-0.42,0.85,ETo
CA_253894,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_254100,47,0.51,0.64,0.73,-0.3,0.77,ETo
CA_254124,69,0.64,0.78,0.72,-0.46,0.72,ETo
CA_254144,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_254149,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_254152,47,0.61,0.74,0.76,-0.47,0.72,ETo
CA_254227,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254268,47,0.8,0.99,0.71,-0.51,0.75,ETo
CA_254271,47,0.58,0.73,0.81,-0.36,0.84,ETo
CA_254272,47,0.57,0.68,0.8,-0.43,0.78,ETo
CA_254279,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_254360,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_254370,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_254377,47,0.61,0.76,0.83,-0.42,0.85,ETo
CA_254422,47,0.59,0.74,0.71,-0.37,0.75,ETo
CA_254432,47,0.58,0.72,0.84,-0.4,0.86,ETo
CA_254458,47,0.84,1.06,0.68,-0.54,0.72,ETo
CA_254498,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254510,47,0.61,0.74,0.76,-0.47,0.72,ETo
CA_254515,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_254518,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254519,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_254527,47,0.66,0.82,0.77,-0.45,0.8,ETo
CA_254551,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_254559,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_254587,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_254636,61,0.77,0.96,0.69,-0.52,0.71,ETo
CA_254644,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_254693,47,0.61,0.74,0.76,-0.47,0.72,ETo
CA_254714,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_254743,47,0.88,1.11,0.72,-0.56,0.76,ETo
CA_254750,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_254806,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254812,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_254821,61,0.84,1.06,0.68,-0.54,0.72,ETo
CA_254824,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_254835,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_254902,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254906,47,0.66,0.82,0.77,-0.45,0.8,ETo
CA_254907,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_254945,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_254976,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_255008,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_255026,47,0.59,0.72,0.73,-0.45,0.7,ETo
CA_255027,47,0.7,0.87,0.71,-0.47,0.74,ETo
CA_255029,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_255030,61,0.64,0.78,0.72,-0.46,0.72,ETo
CA_255093,61,0.64,0.78,0.72,-0.46,0.72,ETo
CA_255140,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_255156,47,0.56,0.7,0.74,-0.33,0.78,ETo
CA_255193,47,0.67,0.81,0.74,-0.49,0.73,ETo
CA_255232,61,0.59,0.74,0.71,-0.37,0.75,ETo
CA_255250,47,0.67,0.81,0.74,-0.49,0.73,ETo
CA_255269,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_255306,47,0.8,0.99,0.71,-0.51,0.75,ETo
CA_255318,47,0.77,0.96,0.69,-0.52,0.71,ETo
CA_255325,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_255330,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_255334,47,0.64,0.78,0.72,-0.46,0.72,ETo
CA_255431,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_255440,61,0.54,0.66,0.72,-0.37,0.73,ETo
CA_255441,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_255460,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_255462,47,0.54,0.64,0.79,-0.44,0.71,ETo
CA_255465,47,0.67,0.81,0.74,-0.49,0.73,ETo
CA_255483,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_255489,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_255542,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_255586,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_255591,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_255613,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_255614,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_255637,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_255679,47,0.63,0.8,0.76,-0.35,0.82,ETo
CA_255711,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_255715,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_255803,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_255809,47,0.78,0.97,0.73,-0.47,0.78,ETo
CA_255822,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_255846,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_255854,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_255872,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_255878,47,0.8,0.99,0.71,-0.51,0.75,ETo
CA_255892,47,0.7,0.87,0.71,-0.47,0.74,ETo
CA_255905,47,0.54,0.64,0.79,-0.44,0.71,ETo
CA_255916,47,0.7,0.87,0.71,-0.47,0.74,ETo
CA_255947,47,0.67,0.81,0.74,-0.49,0.73,ETo
CA_255974,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_255975,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_255991,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_256027,37,0.63,0.8,0.76,-0.35,0.82,ETo
CA_256030,122,0.63,0.8,0.76,-0.35,0.82,ETo
CA_256046,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_256050,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_256053,47,0.75,0.93,0.73,-0.47,0.78,ETo
CA_256064,47,0.51,0.64,0.73,-0.3,0.77,ETo
CA_256071,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_256082,61,0.69,0.87,0.74,-0.43,0.79,ETo
CA_256089,47,0.69,0.87,0.74,-0.43,0.79,ETo
CA_256093,47,0.56,0.7,0.74,-0.33,0.78,ETo
CA_256100,47,0.56,0.7,0.74,-0.33,0.78,ETo
CA_256102,47,0.56,0.7,0.74,-0.33,0.78,ETo
CA_256144,47,0.48,0.59,0.76,-0.38,0.69,ETo
CA_256148,47,0.64,0.78,0.72,-0.46,0.72,ETo
CA_256150,47,0.8,0.99,0.71,-0.51,0.75,ETo
CA_256155,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_256172,47,0.45,0.55,0.79,-0.33,0.76,ETo
CA_256198,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_256202,47,0.66,0.82,0.77,-0.45,0.8,ETo
CA_256212,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_256219,47,0.56,0.67,0.78,-0.43,0.73,ETo
CA_256246,47,0.57,0.68,0.8,-0.43,0.78,ETo
CA_256259,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_256271,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_256317,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_256318,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_256328,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_256346,47,0.47,0.58,0.76,-0.32,0.75,ETo
CA_256367,47,0.57,0.68,0.8,-0.43,0.78,ETo
CA_256369,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_256383,47,0.54,0.66,0.72,-0.37,0.73,ETo
CA_256391,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_256395,47,0.57,0.7,0.81,-0.4,0.81,ETo
CA_256421,47,0.63,0.77,0.72,-0.49,0.67,ETo
CA_256432,47,0.63,0.8,0.76,-0.35,0.82,ETo
CA_256444,47,0.64,0.8,0.73,-0.38,0.78,ETo
CA_256500,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_256509,47,0.61,0.77,0.82,-0.38,0.85,ETo
CA_256514,47,0.56,0.67,0.75,-0.42,0.7,ETo
CA_256549,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_256559,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_256575,47,0.72,0.9,0.76,-0.43,0.81,ETo
CA_256633,47,0.61,0.76,0.83,-0.42,0.85,ETo
CA_256638,47,0.56,0.67,0.78,-0.43,0.73,ETo
