field_id,crop,mae,rmse,corr,bias,skill_score,variable
CA_249456,61,0.15,0.17,0.97,-0.15,0.1,ETof
CA_249462,69,0.1,0.12,0.04,-0.0,-0.24,ETof
CA_249468,69,0.14,0.19,-0.57,0.08,-0.69,ETof
CA_249479,69,0.12,0.19,0.81,0.1,0.04,ETof
CA_249507,61,0.13,0.17,0.41,-0.02,-0.14,ETof
CA_249524,61,0.06,0.08,0.95,0.03,0.5,ETof
CA_249531,47,0.26,0.3,0.51,0.18,-0.62,ETof
CA_249545,47,0.27,0.3,-0.38,-0.03,-1.07,ETof
CA_249576,47,0.27,0.33,0.11,-0.08,-1.0,ETof
CA_249601,69,0.11,0.13,0.65,0.07,-0.33,ETof
CA_249627,69,0.13,0.17,-0.2,0.04,0.19,ETof
CA_249685,69,0.1,0.12,0.48,0.08,-0.57,ETof
CA_249694,69,0.37,0.4,0.56,0.36,-3.24,ETof
CA_249725,69,0.11,0.14,0.49,0.05,-0.96,ETof
CA_249733,69,0.11,0.15,0.22,0.06,-0.9,ETof
CA_249774,47,0.18,0.22,0.52,-0.1,-1.04,ETof
CA_249783,69,0.14,0.18,0.32,0.11,-0.54,ETof
CA_249784,61,0.15,0.21,0.58,-0.1,-1.56,ETof
CA_249796,47,0.17,0.2,0.41,0.03,-2.49,ETof
CA_249846,47,0.35,0.39,0.12,0.34,-0.63,ETof
CA_249856,69,0.1,0.12,0.22,0.09,-0.2,ETof
CA_249858,47,0.38,0.41,-0.48,-0.1,-3.66,ETof
CA_249863,47,0.08,0.11,0.63,-0.04,0.73,ETof
CA_249864,69,0.11,0.12,0.54,0.09,-0.64,ETof
CA_249875,47,0.32,0.38,0.17,-0.24,-3.76,ETof
CA_249887,61,0.21,0.26,0.72,0.14,-1.01,ETof
CA_249898,47,0.23,0.26,0.28,-0.05,-2.09,ETof
CA_249944,69,0.1,0.12,0.71,0.03,-0.04,ETof
CA_249946,61,0.15,0.17,0.25,-0.11,0.08,ETof
CA_249988,47,0.25,0.33,0.27,0.13,-0.51,ETof
CA_249989,47,0.35,0.42,-0.49,-0.1,-4.16,ETof
CA_249997,47,0.33,0.37,-0.7,0.04,-2.71,ETof
CA_249999,69,0.07,0.1,0.43,0.03,0.02,ETof
CA_250003,69,0.1,0.11,0.37,0.0,-0.31,ETof
CA_250044,69,0.15,0.17,0.15,-0.15,-0.98,ETof
CA_250130,69,0.15,0.19,0.39,0.12,-0.32,ETof
CA_250143,47,0.22,0.3,0.36,-0.12,-1.1,ETof
CA_250155,47,0.09,0.11,0.94,0.06,-1.01,ETof
CA_250182,47,0.13,0.16,0.86,-0.06,-0.41,ETof
CA_250186,47,0.29,0.34,-0.28,-0.05,-1.44,ETof
CA_250200,61,0.22,0.24,0.65,0.22,-1.89,ETof
CA_250208,47,0.22,0.29,-0.13,0.1,-0.75,ETof
CA_250211,61,0.15,0.18,0.95,0.15,0.4,ETof
CA_250212,69,0.12,0.16,0.45,0.02,-0.22,ETof
CA_250221,47,0.27,0.32,-0.14,-0.07,-1.35,ETof
CA_250290,69,0.07,0.09,0.68,0.05,-1.4,ETof
CA_250295,69,0.22,0.25,-0.23,0.22,-0.49,ETof
CA_250318,47,0.31,0.36,-0.46,-0.0,-1.45,ETof
CA_250324,47,0.31,0.36,-0.42,0.17,-1.09,ETof
CA_250328,47,0.37,0.44,-0.29,-0.09,-1.31,ETof
CA_250355,47,0.23,0.27,0.05,0.05,-1.19,ETof
CA_250356,61,0.08,0.09,0.9,0.02,0.51,ETof
CA_250364,69,0.11,0.13,0.15,-0.06,-0.24,ETof
CA_250373,69,0.09,0.11,0.64,-0.0,0.01,ETof
CA_250388,47,0.36,0.43,-0.64,-0.25,-1.92,ETof
CA_250406,61,0.27,0.31,0.17,0.21,-1.89,ETof
CA_250435,69,0.09,0.11,0.65,-0.02,0.17,ETof
CA_250438,69,0.12,0.14,0.65,0.1,-0.82,ETof
CA_250500,69,0.12,0.15,0.38,0.07,-1.07,ETof
CA_250502,47,0.27,0.32,-0.28,-0.15,-2.3,ETof
CA_250522,69,0.15,0.19,0.5,-0.04,-1.56,ETof
CA_250527,47,0.41,0.45,-0.52,0.09,-1.66,ETof
CA_250543,47,0.31,0.37,0.03,0.17,-0.57,ETof
CA_250568,69,0.3,0.33,-0.11,-0.29,-1.34,ETof
CA_250576,69,0.12,0.14,0.3,0.06,-0.61,ETof
CA_250606,47,0.26,0.28,0.0,-0.09,-1.24,ETof
CA_250608,69,0.3,0.31,0.93,0.3,-3.92,ETof
CA_250617,69,0.17,0.19,-0.04,-0.16,-0.07,ETof
CA_250625,61,0.07,0.08,0.98,0.04,0.53,ETof
CA_250626,69,0.14,0.19,0.41,0.12,-0.44,ETof
CA_250660,69,0.1,0.12,0.72,0.08,-0.3,ETof
CA_250673,47,0.11,0.14,0.58,-0.04,0.37,ETof
CA_250696,47,0.3,0.34,-0.05,-0.02,-2.06,ETof
CA_250757,47,0.21,0.25,0.17,-0.07,-1.47,ETof
CA_250774,47,0.13,0.18,0.56,-0.06,-1.93,ETof
CA_250791,69,0.07,0.08,0.22,0.03,-0.55,ETof
CA_250803,47,0.28,0.33,-0.05,-0.12,-0.29,ETof
CA_250863,47,0.16,0.21,0.55,-0.1,-9.68,ETof
CA_250898,47,0.13,0.17,0.58,0.02,-0.13,ETof
CA_250911,69,0.11,0.12,0.59,0.07,-0.16,ETof
CA_250917,61,0.29,0.32,0.38,-0.17,-1.34,ETof
CA_250919,47,0.27,0.31,-0.29,-0.01,-1.67,ETof
CA_250938,47,0.3,0.39,-0.66,-0.22,-3.7,ETof
CA_250979,61,0.36,0.45,-0.09,0.36,-0.69,ETof
CA_250998,61,0.16,0.2,0.88,0.14,0.09,ETof
CA_251003,47,0.32,0.38,0.55,0.32,-0.86,ETof
CA_251020,61,0.15,0.18,0.97,0.15,0.07,ETof
CA_251037,69,0.17,0.18,-0.05,0.11,-1.5,ETof
CA_251043,69,0.18,0.19,0.88,0.18,0.17,ETof
CA_251053,61,0.23,0.27,0.88,0.23,-0.61,ETof
CA_251078,61,0.14,0.17,0.91,0.13,0.33,ETof
CA_251092,47,0.2,0.24,0.82,0.17,-0.57,ETof
CA_251118,47,0.34,0.4,-0.35,0.08,-0.79,ETof
CA_251129,47,0.49,0.55,-0.68,-0.28,-1.81,ETof
CA_251134,47,0.31,0.36,-0.69,0.1,-1.15,ETof
CA_251179,47,0.26,0.34,-0.29,0.15,-0.94,ETof
CA_251191,47,0.23,0.29,0.41,-0.13,-0.57,ETof
CA_251195,61,0.23,0.26,0.38,0.18,-1.22,ETof
CA_251304,47,0.45,0.46,0.48,-0.45,-6.05,ETof
CA_251336,47,0.26,0.34,0.02,0.06,-1.52,ETof
CA_251339,47,0.19,0.23,-0.38,-0.08,-3.47,ETof
CA_251340,61,0.11,0.18,0.83,0.08,0.11,ETof
CA_251382,47,0.34,0.41,-0.2,0.24,-0.96,ETof
CA_251384,47,0.19,0.21,0.82,-0.16,-0.35,ETof
CA_251400,47,0.4,0.46,-0.41,-0.1,-3.06,ETof
CA_251411,47,0.32,0.36,-0.09,-0.05,-1.36,ETof
CA_251415,61,0.13,0.15,0.36,-0.05,-0.33,ETof
CA_251450,47,0.25,0.31,0.19,0.08,-0.35,ETof
CA_251476,47,0.27,0.31,-0.33,-0.04,-0.83,ETof
CA_251480,47,0.26,0.31,0.08,-0.15,-1.25,ETof
CA_251481,47,0.19,0.25,0.5,-0.18,-0.89,ETof
CA_251524,47,0.15,0.19,0.68,-0.04,-0.53,ETof
CA_251529,47,0.23,0.29,0.3,0.12,-0.15,ETof
CA_251576,47,0.21,0.27,-0.46,-0.0,-1.13,ETof
CA_251578,47,0.33,0.38,-0.08,-0.13,-1.35,ETof
CA_251610,47,0.27,0.32,0.68,-0.24,-1.11,ETof
CA_251678,47,0.16,0.19,0.64,0.11,-0.8,ETof
CA_251688,47,0.42,0.51,-0.57,0.32,-2.02,ETof
CA_251701,47,0.3,0.35,0.26,0.14,-1.35,ETof
CA_251743,47,0.14,0.18,0.66,0.06,0.39,ETof
CA_251752,47,0.25,0.31,-0.06,-0.13,-1.22,ETof
CA_251802,47,0.27,0.33,-0.21,-0.09,-1.17,ETof
CA_251803,47,0.28,0.36,0.28,-0.25,-1.22,ETof
CA_251806,47,0.27,0.33,0.61,-0.26,-0.74,ETof
CA_251814,61,0.16,0.2,0.46,-0.06,-0.03,ETof
CA_251816,47,0.38,0.45,-0.39,-0.12,-2.31,ETof
CA_251820,47,0.22,0.26,-0.14,-0.06,-0.18,ETof
CA_251827,47,0.16,0.21,0.58,-0.05,0.04,ETof
CA_251864,47,0.33,0.4,0.05,-0.1,-0.84,ETof
CA_251888,47,0.32,0.41,0.09,0.16,-0.13,ETof
CA_251912,47,0.1,0.13,0.79,-0.04,0.18,ETof
CA_251920,69,0.14,0.16,0.2,0.11,-2.24,ETof
CA_251928,47,0.26,0.31,0.07,-0.12,-0.39,ETof
CA_251969,69,0.17,0.2,0.23,0.12,0.06,ETof
CA_251982,69,0.31,0.38,-0.69,0.19,-0.67,ETof
CA_251986,47,0.27,0.33,-0.04,-0.19,-3.69,ETof
CA_251995,69,0.32,0.33,0.68,0.32,-2.27,ETof
CA_252007,47,0.19,0.24,0.55,0.05,-0.33,ETof
CA_252027,69,0.12,0.16,-0.17,0.03,0.19,ETof
CA_252031,47,0.33,0.35,0.47,0.33,-1.25,ETof
CA_252046,47,0.14,0.18,0.54,0.04,-0.03,ETof
CA_252089,69,0.24,0.25,0.84,0.16,-1.76,ETof
CA_252118,47,0.27,0.32,0.6,0.26,-0.17,ETof
CA_252183,47,0.22,0.28,0.21,-0.09,-1.29,ETof
CA_252196,47,0.26,0.3,-0.09,-0.01,-1.61,ETof
CA_252203,47,0.3,0.33,-0.12,-0.02,-1.11,ETof
CA_252230,47,0.26,0.31,0.27,-0.14,-0.85,ETof
CA_252232,47,0.32,0.37,0.26,0.28,-1.45,ETof
CA_252254,47,0.29,0.33,0.31,0.22,-2.16,ETof
CA_252296,47,0.34,0.39,-0.11,0.03,-0.98,ETof
CA_252301,47,0.26,0.32,-0.08,-0.09,-1.69,ETof
CA_252322,47,0.34,0.39,-0.28,-0.01,-0.83,ETof
CA_252334,47,0.17,0.22,0.58,-0.13,-0.19,ETof
CA_252359,47,0.15,0.18,0.21,-0.07,-0.29,ETof
CA_252374,47,0.28,0.36,-0.39,0.01,-2.56,ETof
CA_252397,47,0.31,0.36,-0.25,0.03,-3.03,ETof
CA_252400,47,0.28,0.32,-0.11,0.05,-0.79,ETof
CA_252417,47,0.43,0.46,-0.65,-0.22,-2.34,ETof
CA_252439,47,0.2,0.26,0.67,-0.19,-0.58,ETof
CA_252444,47,0.22,0.28,0.43,0.18,-0.92,ETof
CA_252462,69,0.1,0.13,0.28,0.08,-0.17,ETof
CA_252463,69,0.1,0.11,0.49,0.08,-1.45,ETof
CA_252479,47,0.29,0.34,0.25,0.1,-0.12,ETof
CA_252486,47,0.43,0.49,-0.67,0.37,-6.98,ETof
CA_252530,47,0.31,0.35,-0.03,0.11,-2.19,ETof
CA_252534,47,0.4,0.47,-0.46,0.18,-1.7,ETof
CA_252538,47,0.1,0.13,0.85,0.05,-0.01,ETof
CA_252549,47,0.27,0.35,-0.31,-0.05,-0.27,ETof
CA_252567,47,0.44,0.48,-0.45,-0.44,-11.65,ETof
CA_252577,47,0.07,0.1,0.37,0.05,0.8,ETof
CA_252618,47,0.15,0.18,0.45,0.07,-0.46,ETof
CA_252621,47,0.31,0.37,0.16,0.22,-0.6,ETof
CA_252626,47,0.23,0.28,0.21,0.09,-0.67,ETof
CA_252645,47,0.38,0.43,-0.28,-0.37,-1.53,ETof
CA_252652,47,0.1,0.12,0.85,-0.0,0.52,ETof
CA_252657,47,0.27,0.33,-0.32,-0.02,-3.56,ETof
CA_252701,47,0.2,0.23,0.35,-0.17,-0.23,ETof
CA_252702,122,0.22,0.28,-0.09,-0.16,-1.71,ETof
CA_252711,69,0.28,0.32,0.04,0.07,-0.78,ETof
CA_252716,47,0.32,0.42,-0.41,0.24,-1.43,ETof
CA_252720,47,0.3,0.36,-0.13,0.01,-1.65,ETof
CA_252751,47,0.14,0.17,0.7,-0.03,0.23,ETof
CA_252753,47,0.14,0.17,0.89,-0.02,0.75,ETof
CA_252754,47,0.18,0.22,0.72,0.15,-2.55,ETof
CA_252774,47,0.33,0.41,-0.2,0.06,-0.1,ETof
CA_252809,47,0.18,0.23,0.49,0.15,-0.9,ETof
CA_252828,69,0.11,0.14,-0.33,-0.02,-1.05,ETof
CA_252861,47,0.15,0.2,0.84,-0.13,-0.25,ETof
CA_252874,47,0.12,0.15,0.86,0.02,0.71,ETof
CA_252887,47,0.19,0.23,0.59,0.13,0.01,ETof
CA_252904,47,0.11,0.15,0.92,0.11,0.46,ETof
CA_252913,47,0.33,0.38,-0.19,-0.07,-1.77,ETof
CA_252919,61,0.13,0.14,0.93,0.07,0.54,ETof
CA_252928,61,0.13,0.14,0.96,0.12,0.44,ETof
CA_252935,61,0.13,0.18,0.93,-0.12,-1.66,ETof
CA_252973,47,0.4,0.44,-0.76,-0.0,-1.71,ETof
CA_253002,47,0.14,0.19,0.24,0.04,-0.76,ETof
CA_253025,47,0.2,0.25,-0.15,0.16,-2.12,ETof
CA_253047,61,0.45,0.52,0.26,0.45,-1.84,ETof
CA_253072,47,0.28,0.32,0.14,-0.08,-0.73,ETof
CA_253080,47,0.35,0.42,-0.17,0.28,-1.58,ETof
CA_253113,47,0.16,0.24,0.4,0.09,-1.2,ETof
CA_253132,47,0.22,0.26,-0.3,-0.14,-1.98,ETof
CA_253184,61,0.19,0.22,0.41,0.18,-0.64,ETof
CA_253185,61,0.37,0.42,0.12,0.36,-1.3,ETof
CA_253223,47,0.19,0.28,0.43,0.17,-0.85,ETof
CA_253254,47,0.4,0.44,-0.41,-0.14,-2.33,ETof
CA_253275,47,0.3,0.35,-0.04,-0.18,-1.42,ETof
CA_253284,61,0.13,0.17,0.15,0.07,0.4,ETof
CA_253303,61,0.13,0.17,0.14,-0.1,-1.08,ETof
CA_253321,61,0.18,0.22,-0.05,-0.14,-1.13,ETof
CA_253339,47,0.32,0.33,0.44,-0.3,-0.64,ETof
CA_253386,47,0.25,0.28,0.59,0.25,-4.98,ETof
CA_253399,47,0.16,0.19,0.76,0.11,0.28,ETof
CA_253402,47,0.13,0.17,0.58,-0.09,0.04,ETof
CA_253417,47,0.34,0.39,-0.23,-0.16,-2.75,ETof
CA_253433,61,0.16,0.21,0.56,-0.13,-0.38,ETof
CA_253441,47,0.27,0.34,0.38,0.2,-0.5,ETof
CA_253496,47,0.22,0.29,-0.22,0.13,-1.05,ETof
CA_253515,47,0.39,0.43,-0.71,-0.14,-4.81,ETof
CA_253537,47,0.21,0.27,0.17,0.1,-0.4,ETof
CA_253541,47,0.25,0.29,-0.07,-0.13,-0.4,ETof
CA_253544,47,0.46,0.48,0.6,0.46,-4.57,ETof
CA_253554,47,0.14,0.19,0.15,0.12,-1.06,ETof
CA_253559,61,0.39,0.46,-0.36,0.38,-1.11,ETof
CA_253578,47,0.22,0.26,0.48,0.11,-0.78,ETof
CA_253591,47,0.18,0.24,0.41,-0.11,-0.46,ETof
CA_253596,47,0.29,0.32,0.55,-0.17,-2.6,ETof
CA_253611,47,0.19,0.23,0.25,0.02,0.1,ETof
CA_253621,47,0.22,0.3,0.33,0.17,-0.83,ETof
CA_253625,47,0.34,0.4,-0.76,0.1,-4.82,ETof
CA_253638,47,0.11,0.14,0.71,0.01,-0.6,ETof
CA_253662,47,0.25,0.37,-0.19,0.19,-2.57,ETof
CA_253663,47,0.17,0.21,0.58,-0.1,0.16,ETof
CA_253711,47,0.33,0.39,-0.14,-0.05,-1.44,ETof
CA_253715,47,0.21,0.25,0.5,-0.11,0.37,ETof
CA_253717,47,0.3,0.39,-0.5,0.27,-6.23,ETof
CA_253734,47,0.25,0.28,0.84,-0.23,-1.2,ETof
CA_253756,47,0.13,0.16,0.79,0.08,0.42,ETof
CA_253764,47,0.16,0.23,0.57,0.02,0.05,ETof
CA_253781,47,0.23,0.3,0.08,0.12,-3.01,ETof
CA_253799,47,0.19,0.23,0.42,-0.12,-0.23,ETof
CA_253839,47,0.16,0.22,0.15,-0.04,-1.41,ETof
CA_253853,47,0.4,0.43,0.14,0.4,-3.99,ETof
CA_253873,47,0.18,0.24,0.59,-0.04,-0.17,ETof
CA_253884,47,0.23,0.28,0.49,0.06,-0.44,ETof
CA_253894,47,0.15,0.19,0.49,0.05,0.36,ETof
CA_254100,47,0.2,0.24,0.46,0.04,-0.23,ETof
CA_254124,69,0.3,0.33,0.36,0.3,-1.67,ETof
CA_254144,47,0.28,0.33,-0.17,0.07,-0.68,ETof
CA_254149,47,0.18,0.21,-0.04,0.13,-0.55,ETof
CA_254152,47,0.23,0.28,0.63,0.22,-1.9,ETof
CA_254227,47,0.24,0.29,-0.03,0.1,-3.64,ETof
CA_254268,47,0.31,0.34,-0.42,-0.04,-0.19,ETof
CA_254271,47,0.27,0.32,0.29,-0.21,-0.62,ETof
CA_254272,47,0.26,0.31,0.07,-0.16,-0.95,ETof
CA_254279,47,0.14,0.17,0.71,-0.02,0.09,ETof
CA_254360,47,0.2,0.27,0.2,-0.06,-1.96,ETof
CA_254370,47,0.25,0.32,-0.21,0.13,-0.85,ETof
CA_254377,47,0.22,0.28,-0.26,0.13,-0.9,ETof
CA_254422,47,0.32,0.41,-0.08,0.31,-5.09,ETof
CA_254432,47,0.28,0.33,-0.25,0.16,-1.27,ETof
CA_254458,47,0.35,0.4,-0.51,-0.05,-1.42,ETof
CA_254498,47,0.21,0.25,-0.13,-0.16,0.49,ETof
CA_254510,47,0.3,0.33,-0.44,0.05,-1.13,ETof
CA_254515,61,0.18,0.25,0.24,-0.0,-0.79,ETof
CA_254518,47,0.26,0.3,0.11,0.26,-4.05,ETof
CA_254519,47,0.23,0.27,0.36,0.15,-1.75,ETof
CA_254527,47,0.3,0.34,-0.19,0.22,-1.39,ETof
CA_254551,47,0.16,0.2,0.39,-0.04,0.08,ETof
CA_254559,47,0.24,0.3,0.3,0.15,-6.85,ETof
CA_254587,47,0.18,0.24,0.62,0.13,-0.98,ETof
CA_254636,61,0.35,0.42,-0.04,0.25,-0.95,ETof
CA_254644,47,0.29,0.37,-0.1,0.25,-2.42,ETof
CA_254693,47,0.14,0.17,0.65,0.03,0.56,ETof
CA_254714,47,0.15,0.18,0.63,0.02,-0.51,ETof
CA_254743,47,0.33,0.39,-0.37,0.14,-1.22,ETof
CA_254750,47,0.18,0.23,0.28,0.03,-1.39,ETof
CA_254806,47,0.18,0.23,0.62,0.02,-1.61,ETof
CA_254812,47,0.3,0.38,-0.09,0.28,-0.88,ETof
CA_254821,61,0.15,0.18,0.72,-0.0,-0.07,ETof
CA_254824,47,0.21,0.24,-0.08,0.04,-0.02,ETof
CA_254835,47,0.16,0.19,0.35,-0.07,-0.21,ETof
CA_254902,47,0.29,0.33,0.04,-0.21,-1.54,ETof
CA_254906,47,0.26,0.31,0.65,0.22,-0.45,ETof
CA_254907,47,0.16,0.19,0.42,-0.01,-0.37,ETof
CA_254945,47,0.23,0.3,0.65,0.17,-1.72,ETof
CA_254976,47,0.1,0.12,0.49,-0.02,0.16,ETof
CA_255008,47,0.16,0.23,0.23,0.14,-0.19,ETof
CA_255026,47,0.16,0.2,0.61,0.09,-2.58,ETof
CA_255027,47,0.44,0.48,-0.72,0.25,-1.27,ETof
CA_255029,47,0.16,0.2,0.65,0.07,-0.76,ETof
CA_255030,61,0.2,0.24,-0.13,0.09,-1.07,ETof
CA_255093,61,0.14,0.19,0.33,0.03,0.32,ETof
CA_255140,47,0.22,0.27,0.74,0.18,-0.49,ETof
CA_255156,47,0.12,0.15,0.66,0.06,-0.06,ETof
CA_255193,47,0.16,0.2,0.21,0.03,-2.03,ETof
CA_255232,61,0.23,0.27,0.71,0.21,-0.05,ETof
CA_255250,47,0.13,0.17,0.01,0.05,0.11,ETof
CA_255269,47,0.1,0.15,0.5,0.03,-0.02,ETof
CA_255306,47,0.1,0.12,0.62,0.0,0.05,ETof
CA_255318,47,0.15,0.2,-0.18,0.03,-0.89,ETof
CA_255325,47,0.11,0.15,0.63,0.11,0.05,ETof
CA_255330,47,0.18,0.24,0.5,0.02,-0.27,ETof
CA_255334,47,0.15,0.17,0.22,-0.14,0.15,ETof
CA_255431,47,0.24,0.27,0.48,-0.2,-0.1,ETof
CA_255440,61,0.13,0.19,0.3,0.11,-1.59,ETof
CA_255441,47,0.17,0.2,0.68,0.15,-2.55,ETof
CA_255460,47,0.18,0.24,0.52,0.09,-1.14,ETof
CA_255462,47,0.41,0.51,-0.28,-0.33,-0.78,ETof
CA_255465,47,0.21,0.27,0.33,0.12,-0.59,ETof
CA_255483,47,0.37,0.43,-0.21,-0.03,-0.97,ETof
CA_255489,47,0.23,0.25,-0.14,-0.1,-1.45,ETof
CA_255542,47,0.32,0.37,-0.23,0.27,-2.58,ETof
CA_255586,47,0.31,0.37,-0.06,0.09,-0.78,ETof
CA_255591,47,0.19,0.24,0.51,0.13,-0.34,ETof
CA_255613,47,0.16,0.21,0.55,-0.02,0.06,ETof
CA_255614,47,0.12,0.18,0.49,0.08,0.18,ETof
CA_255637,47,0.21,0.24,0.14,-0.13,0.12,ETof
CA_255679,47,0.25,0.28,0.18,0.25,-1.47,ETof
CA_255711,47,0.15,0.19,0.36,0.02,-1.76,ETof
CA_255715,47,0.24,0.28,-0.14,-0.06,-1.39,ETof
CA_255803,47,0.33,0.4,-0.62,-0.03,-0.91,ETof
CA_255809,47,0.21,0.25,0.79,0.21,-0.3,ETof
CA_255822,47,0.29,0.34,-0.42,0.06,-0.31,ETof
CA_255846,47,0.11,0.15,0.24,0.01,-0.41,ETof
CA_255854,47,0.28,0.34,-0.05,-0.05,-0.69,ETof
CA_255872,47,0.25,0.33,0.25,-0.15,-0.72,ETof
CA_255878,47,0.38,0.42,-0.49,0.02,-0.2,ETof
CA_255892,47,0.16,0.21,0.5,0.01,-0.21,ETof
CA_255905,47,0.23,0.3,0.22,0.16,-0.86,ETof
CA_255916,47,0.12,0.19,0.76,0.08,-0.1,ETof
CA_255947,47,0.33,0.4,0.19,0.32,-2.81,ETof
CA_255974,47,0.13,0.17,0.6,-0.05,0.35,ETof
CA_255975,47,0.15,0.18,0.35,0.0,-2.38,ETof
CA_255991,47,0.33,0.37,0.12,-0.27,-1.67,ETof
CA_256027,37,0.16,0.2,0.56,0.11,0.43,ETof
CA_256030,122,0.26,0.28,0.54,-0.22,-0.41,ETof
CA_256046,47,0.26,0.31,0.17,0.19,-0.41,ETof
CA_256050,47,0.16,0.22,0.72,0.13,-0.18,ETof
CA_256053,47,0.16,0.19,-0.0,0.04,-1.85,ETof
CA_256064,47,0.12,0.15,0.61,0.02,0.01,ETof
CA_256071,47,0.16,0.19,0.24,-0.01,-1.28,ETof
CA_256082,61,0.18,0.22,0.46,-0.17,-1.91,ETof
CA_256089,47,0.12,0.15,0.59,0.07,-0.2,ETof
CA_256093,47,0.39,0.44,-0.13,0.14,-3.2,ETof
CA_256100,47,0.44,0.5,-0.32,0.37,-2.16,ETof
CA_256102,47,0.1,0.12,0.68,0.03,0.75,ETof
CA_256144,47,0.18,0.21,0.63,-0.02,-0.6,ETof
CA_256148,47,0.2,0.22,0.66,-0.19,-0.14,ETof
CA_256150,47,0.11,0.13,0.22,0.07,0.09,ETof
CA_256155,47,0.19,0.22,0.76,-0.09,-0.5,ETof
CA_256172,47,0.28,0.33,-0.33,-0.1,-0.55,ETof
CA_256198,47,0.2,0.25,-0.39,-0.08,-0.76,ETof
CA_256202,47,0.25,0.29,-0.09,0.19,-0.68,ETof
CA_256212,47,0.28,0.32,0.27,-0.2,-1.1,ETof
CA_256219,47,0.31,0.36,0.43,0.28,-0.5,ETof
CA_256246,47,0.27,0.32,0.39,0.19,-0.98,ETof
CA_256259,47,0.2,0.24,0.41,0.06,-0.44,ETof
CA_256271,47,0.16,0.2,0.45,-0.01,-0.14,ETof
CA_256317,47,0.11,0.13,0.39,0.04,-0.2,ETof
CA_256318,47,0.3,0.38,0.58,0.26,-3.08,ETof
CA_256328,47,0.41,0.45,-0.14,-0.28,-0.78,ETof
CA_256346,47,0.23,0.28,-0.02,0.12,-2.41,ETof
CA_256367,47,0.22,0.25,0.01,0.02,-0.99,ETof
CA_256369,47,0.33,0.36,-0.53,0.05,-1.78,ETof
CA_256383,47,0.3,0.34,0.0,-0.07,0.03,ETof
CA_256391,47,0.15,0.19,0.26,0.07,-3.66,ETof
CA_256395,47,0.23,0.27,0.33,0.09,-0.55,ETof
CA_256421,47,0.26,0.32,0.37,-0.06,-0.15,ETof
CA_256432,47,0.22,0.27,0.64,-0.07,-0.37,ETof
CA_256444,47,0.29,0.33,0.53,0.28,-0.93,ETof
CA_256500,47,0.12,0.15,0.87,-0.11,-0.24,ETof
CA_256509,47,0.17,0.22,0.39,0.0,-0.25,ETof
CA_256514,47,0.25,0.33,0.33,0.2,-1.04,ETof
CA_256549,47,0.28,0.31,0.02,0.03,-0.96,ETof
CA_256559,47,0.31,0.38,-0.11,0.19,-1.53,ETof
CA_256575,47,0.21,0.26,0.12,0.19,-0.71,ETof
CA_256633,47,0.3,0.36,-0.25,-0.06,-1.28,ETof
CA_256638,47,0.22,0.26,0.37,0.08,-0.61,ETof
CA_256646,47,0.18,0.22,-0.07,0.07,-3.14,ETof
CA_256651,47,0.33,0.39,-0.41,0.27,-5.35,ETof
CA_256687,47,0.11,0.14,0.56,-0.1,-0.35,ETof
CA_256692,47,0.19,0.26,0.15,-0.07,-1.15,ETof
CA_256702,47,0.25,0.3,0.67,0.21,-0.9,ETof
CA_256730,47,0.34,0.42,-0.62,-0.0,-2.39,ETof
CA_256834,47,0.11,0.15,0.74,0.02,0.44,ETof
CA_256837,47,0.16,0.2,0.49,-0.0,-0.52,ETof
CA_256840,47,0.31,0.35,-0.61,-0.16,-3.74,ETof
CA_256852,47,0.19,0.25,0.51,0.03,-0.05,ETof
CA_256896,47,0.14,0.16,0.6,0.06,-0.09,ETof
CA_256907,47,0.28,0.33,-0.5,0.02,-1.38,ETof
CA_256983,47,0.19,0.24,0.26,-0.14,-0.51,ETof
CA_256999,47,0.41,0.46,-0.71,-0.11,-1.9,ETof
CA_257010,47,0.11,0.14,0.72,-0.03,-0.95,ETof
CA_257080,47,0.19,0.26,0.11,0.18,-0.28,ETof
CA_257085,47,0.22,0.31,0.4,-0.19,-0.48,ETof
CA_257126,47,0.19,0.24,0.37,-0.05,-0.48,ETof
CA_257133,47,0.21,0.26,-0.08,0.16,-0.09,ETof
CA_257149,47,0.14,0.18,0.55,-0.0,0.15,ETof
CA_257156,47,0.12,0.14,0.8,-0.03,0.12,ETof
CA_257167,47,0.46,0.51,-0.47,0.46,-2.54,ETof
CA_257223,47,0.13,0.18,0.68,-0.0,-0.03,ETof
CA_257225,47,0.19,0.24,0.29,-0.02,-0.93,ETof
CA_257269,47,0.19,0.26,0.5,-0.09,0.0,ETof
CA_257353,47,0.19,0.22,0.07,0.02,-0.44,ETof
CA_257373,47,0.31,0.34,-0.56,-0.17,-1.81,ETof
CA_257409,47,0.15,0.2,0.61,-0.01,-0.08,ETof
CA_257422,47,0.14,0.21,0.48,0.13,-0.03,ETof
CA_257433,47,0.14,0.2,0.03,-0.02,-0.59,ETof
CA_257444,47,0.21,0.25,0.52,0.01,-1.76,ETof
CA_257449,47,0.21,0.25,0.03,-0.08,-2.79,ETof
CA_257473,47,0.44,0.47,0.36,-0.44,-1.42,ETof
CA_257484,47,0.49,0.52,0.21,-0.49,-1.2,ETof
CA_257489,47,0.48,0.5,0.58,-0.48,-0.99,ETof
CA_257552,47,0.15,0.2,0.32,0.1,0.14,ETof
