forecasting_date,match_window,match_variable,level_3,field_id,crop,mae,rmse,corr,bias,skill_score,variable
2024-07-08,90,None,128,CA_36095,61,0.22,0.44,0.36,-0.16,-1.0,ET
2024-07-08,90,None,129,CA_36121,47,0.26,0.55,0.7,0.21,0.45,ET
2024-07-08,90,None,130,CA_36281,61,0.21,0.45,-0.83,-0.15,0.82,ET
2024-07-08,90,None,131,CA_36850,61,0.22,0.4,0.14,0.22,-0.58,ET
2024-07-08,90,None,132,CA_36898,37,0.12,0.24,0.69,0.08,0.82,ET
2024-07-08,90,None,133,CA_36982,241,0.13,0.29,-0.77,-0.05,0.59,ET
2024-07-08,90,None,134,CA_37400,61,0.24,0.49,-0.81,-0.24,0.81,ET
2024-07-08,90,None,135,CA_37674,47,1.23,1.96,0.92,1.23,-1.0,ET
2024-07-08,90,None,136,CA_37683,61,0.76,1.06,-0.89,-0.76,-1.0,ET
2024-07-08,90,None,137,CA_37890,241,0.1,0.32,0.72,-0.06,0.69,ET
2024-07-08,90,None,138,CA_38650,47,1.84,2.54,-0.84,1.84,0.08,ET
2024-07-08,90,None,139,CA_38734,204,0.1,0.18,-0.64,0.06,0.98,ET
2024-07-08,90,None,140,CA_38912,69,0.14,0.31,0.57,0.1,0.9,ET
2024-07-08,90,None,141,CA_39031,69,0.96,1.39,0.48,0.96,0.39,ET
2024-07-08,90,None,142,CA_39032,69,0.17,0.36,-0.82,-0.13,0.36,ET
2024-07-08,90,None,143,CA_39770,69,0.17,0.34,-0.8,-0.11,0.42,ET
2024-07-08,90,None,144,CA_40009,69,0.12,0.26,0.78,-0.04,0.76,ET
2024-07-08,90,None,145,CA_41244,69,0.37,0.67,0.52,0.37,0.43,ET
2024-07-08,90,None,146,CA_41458,69,0.29,0.58,-0.56,-0.29,-1.0,ET
2024-07-08,90,None,147,CA_41682,69,0.15,0.22,0.69,-0.15,-1.0,ET
2024-07-08,90,None,148,CA_42021,69,0.24,0.48,-0.79,0.03,-0.15,ET
2024-07-08,90,None,149,CA_42143,69,0.25,0.46,0.57,0.25,0.5,ET
2024-07-08,90,ndvi,0,CA_298397,75,0.02,0.02,-0.32,0.01,0.96,ETof
2024-07-08,90,ndvi,1,CA_299395,75,0.18,0.17,-0.69,-0.18,0.8,ETof
2024-07-08,90,ndvi,2,CA_299467,75,0.27,0.26,-0.94,-0.27,-1.0,ETof
2024-07-08,90,ndvi,3,CA_300271,75,0.24,0.16,0.65,-0.24,-0.87,ETof
2024-07-08,90,ndvi,4,CA_300581,75,0.25,0.22,-0.54,-0.25,0.53,ETof
2024-07-08,90,ndvi,5,CA_300893,75,0.08,0.08,-0.38,0.08,0.39,ETof
2024-07-08,90,ndvi,6,CA_301734,75,0.19,0.18,-0.93,-0.19,-1.0,ETof
2024-07-08,90,ndvi,7,CA_301986,75,0.08,0.06,0.99,-0.08,0.58,ETof
2024-07-08,90,ndvi,8,CA_302388,75,0.43,0.27,-0.99,0.43,-0.81,ETof
2024-07-08,90,ndvi,9,CA_302578,75,0.02,0.02,-1.0,-0.02,-1.0,ETof
2024-07-08,90,ndvi,10,CA_302669,72,0.04,0.04,-0.93,0.02,0.69,ETof
2024-07-08,90,ndvi,11,CA_303433,72,0.09,0.07,0.99,0.09,0.98,ETof
2024-07-08,90,ndvi,12,CA_303972,47,0.05,0.04,,0.05,-0.66,ETof
2024-07-08,90,ndvi,13,CA_304258,72,0.03,0.03,-0.79,0.03,-0.76,ETof
2024-07-08,90,ndvi,14,CA_304688,72,0.01,0.01,-0.92,-0.0,0.98,ETof
2024-07-08,90,ndvi,15,CA_305684,204,0.03,0.03,,-0.03,0.91,ETof
2024-07-08,90,ndvi,16,CA_306027,204,0.04,0.03,0.33,0.04,0.94,ETof
2024-07-08,90,ndvi,17,CA_306521,204,0.13,0.12,0.98,-0.13,0.9,ETof
2024-07-08,90,ndvi,18,CA_307370,204,0.05,0.06,-0.79,0.05,0.49,ETof
2024-07-08,90,ndvi,19,CA_307376,204,0.63,0.49,-0.58,-0.63,0.23,ETof
2024-07-08,90,ndvi,20,CA_307472,204,0.25,0.22,-0.86,-0.25,0.38,ETof
2024-07-08,90,ndvi,21,CA_307774,204,0.07,0.06,0.99,0.07,-1.0,ETof
2024-07-08,90,ndvi,22,CA_32080,75,0.57,0.39,-0.96,0.57,-1.0,ETof
2024-07-08,90,ndvi,23,CA_32260,61,0.31,0.22,-0.47,-0.31,-0.42,ETof
2024-07-08,90,ndvi,24,CA_32418,47,0.22,0.18,-0.93,-0.22,0.35,ETof
2024-07-08,90,ndvi,25,CA_32637,47,0.07,0.06,0.5,-0.07,-1.0,ETof
2024-07-08,90,ndvi,26,CA_32667,61,0.06,0.06,-0.89,-0.06,-1.0,ETof
2024-07-08,90,ndvi,27,CA_35772,36,0.15,0.12,-0.84,-0.15,0.39,ETof
2024-07-08,90,ndvi,28,CA_36095,61,0.04,0.04,0.93,-0.03,0.63,ETof
2024-07-08,90,ndvi,29,CA_36121,47,0.02,0.02,0.59,0.02,0.99,ETof
2024-07-08,90,ndvi,30,CA_36281,61,0.02,0.02,-0.58,-0.02,1.0,ETof
2024-07-08,90,ndvi,31,CA_36850,61,0.14,0.13,0.93,0.14,-0.71,ETof
2024-07-08,90,ndvi,32,CA_36898,37,0.04,0.04,0.85,-0.04,0.91,ETof
2024-07-08,90,ndvi,33,CA_36982,241,0.02,0.02,0.84,0.01,0.97,ETof
2024-07-08,90,ndvi,34,CA_37400,61,0.09,0.08,-0.94,-0.09,0.93,ETof
2024-07-08,90,ndvi,35,CA_37674,47,0.65,0.56,0.56,0.65,-1.0,ETof
2024-07-08,90,ndvi,36,CA_37683,61,0.93,0.61,-0.95,-0.93,-1.0,ETof
2024-07-08,90,ndvi,37,CA_37890,241,0.02,0.02,-0.06,-0.02,0.97,ETof
2024-07-08,90,ndvi,38,CA_38650,47,0.55,0.44,0.33,0.55,0.48,ETof
2024-07-08,90,ndvi,39,CA_38734,204,0.06,0.05,0.49,-0.06,0.97,ETof
2024-07-08,90,ndvi,40,CA_38912,69,0.1,0.09,0.52,0.1,0.89,ETof
2024-07-08,90,ndvi,41,CA_39031,69,0.08,0.07,0.96,-0.08,0.98,ETof
2024-07-08,90,ndvi,42,CA_39032,69,0.01,0.01,-0.81,0.01,0.99,ETof
2024-07-08,90,ndvi,43,CA_39770,69,0.21,0.19,-0.99,-0.21,-1.0,ETof
2024-07-08,90,ndvi,44,CA_40009,69,0.35,0.33,0.77,-0.35,-1.0,ETof
2024-07-08,90,ndvi,45,CA_41244,69,0.16,0.14,0.44,0.16,0.62,ETof
2024-07-08,90,ndvi,46,CA_41458,69,0.06,0.07,-0.55,0.05,0.59,ETof
2024-07-08,90,ndvi,47,CA_41682,69,0.06,0.05,0.38,-0.06,-1.0,ETof
2024-07-08,90,ndvi,48,CA_42021,69,0.06,0.05,-0.99,-0.05,0.78,ETof
2024-07-08,90,ndvi,49,CA_42143,69,0.17,0.14,-0.95,0.17,0.22,ETof
2024-07-08,90,ndvi,50,CA_298397,75,0.15,0.41,-0.71,-0.07,-1.0,ETo
2024-07-08,90,ndvi,51,CA_299395,75,0.18,0.48,-0.81,-0.08,-1.0,ETo
2024-07-08,90,ndvi,52,CA_299467,75,0.31,0.72,0.68,0.3,-1.0,ETo
2024-07-08,90,ndvi,53,CA_300271,75,0.21,0.55,0.54,0.18,-1.0,ETo
2024-07-08,90,ndvi,54,CA_300581,75,0.24,0.58,-0.75,-0.03,-1.0,ETo
2024-07-08,90,ndvi,55,CA_300893,75,0.22,0.51,-0.69,0.05,-1.0,ETo
2024-07-08,90,ndvi,56,CA_301734,75,0.22,0.59,0.54,0.21,-1.0,ETo
2024-07-08,90,ndvi,57,CA_301986,75,0.12,0.32,0.55,0.04,0.23,ETo
2024-07-08,90,ndvi,58,CA_302388,75,0.18,0.44,-0.89,-0.03,-0.46,ETo
2024-07-08,90,ndvi,59,CA_302578,75,0.21,0.53,-0.65,0.15,-0.95,ETo
2024-07-08,90,ndvi,60,CA_302669,72,0.21,0.54,-0.81,-0.06,-1.0,ETo
2024-07-08,90,ndvi,61,CA_303433,72,0.19,0.47,-0.65,0.05,-1.0,ETo
2024-07-08,90,ndvi,62,CA_303972,47,0.24,0.58,-0.76,0.0,-1.0,ETo
2024-07-08,90,ndvi,63,CA_304258,72,0.2,0.49,-0.69,0.06,-0.87,ETo
2024-07-08,90,ndvi,64,CA_304688,72,0.25,0.61,0.48,0.23,-1.0,ETo
2024-07-08,90,ndvi,65,CA_305684,204,0.21,0.48,-0.89,0.03,-0.45,ETo
2024-07-08,90,ndvi,66,CA_306027,204,0.17,0.45,-0.59,0.1,-0.93,ETo
2024-07-08,90,ndvi,67,CA_306521,204,0.15,0.38,-0.87,0.08,-0.38,ETo
2024-07-08,90,ndvi,68,CA_307370,204,0.24,0.64,0.53,0.23,-1.0,ETo
2024-07-08,90,ndvi,69,CA_307376,204,0.19,0.46,0.18,0.02,-0.36,ETo
2024-07-08,90,ndvi,70,CA_307472,204,0.15,0.37,0.71,-0.02,0.11,ETo
2024-07-08,90,ndvi,71,CA_307774,204,0.12,0.29,-0.36,0.07,0.2,ETo
2024-07-08,90,ndvi,72,CA_32080,75,0.12,0.3,0.61,0.05,-0.01,ETo
2024-07-08,90,ndvi,73,CA_32260,61,0.13,0.32,0.12,-0.01,-0.47,ETo
2024-07-08,90,ndvi,74,CA_32418,47,0.09,0.23,0.65,-0.03,0.07,ETo
2024-07-08,90,ndvi,75,CA_32637,47,0.12,0.32,0.62,-0.07,-0.2,ETo
2024-07-08,90,ndvi,76,CA_32667,61,0.2,0.51,-0.94,-0.14,-1.0,ETo
2024-07-08,90,ndvi,77,CA_35772,36,0.13,0.35,0.16,-0.06,-0.58,ETo
2024-07-08,90,ndvi,78,CA_36095,61,0.2,0.49,-0.83,-0.1,-1.0,ETo
2024-07-08,90,ndvi,79,CA_36121,47,0.21,0.55,-0.82,-0.14,-1.0,ETo
2024-07-08,90,ndvi,80,CA_36281,61,0.22,0.57,-0.84,-0.14,-1.0,ETo
2024-07-08,90,ndvi,81,CA_36850,61,0.12,0.31,-0.02,-0.05,-0.51,ETo
2024-07-08,90,ndvi,82,CA_36898,37,0.21,0.55,-0.81,-0.13,-1.0,ETo
2024-07-08,90,ndvi,83,CA_36982,241,0.1,0.26,0.54,-0.03,-0.01,ETo
2024-07-08,90,ndvi,84,CA_37400,61,0.24,0.6,-0.82,-0.12,-1.0,ETo
2024-07-08,90,ndvi,85,CA_37674,47,0.22,0.52,-0.87,-0.09,-1.0,ETo
2024-07-08,90,ndvi,86,CA_37683,61,0.15,0.37,0.25,0.08,-0.38,ETo
2024-07-08,90,ndvi,87,CA_37890,241,0.12,0.28,0.51,-0.01,-0.05,ETo
2024-07-08,90,ndvi,88,CA_38650,47,0.19,0.47,-0.89,-0.11,-1.0,ETo
2024-07-08,90,ndvi,89,CA_38734,204,0.28,0.62,0.7,0.25,-1.0,ETo
2024-07-08,90,ndvi,90,CA_38912,69,0.08,0.19,0.88,0.06,0.42,ETo
2024-07-08,90,ndvi,91,CA_39031,69,0.2,0.52,-0.88,-0.17,-1.0,ETo
2024-07-08,90,ndvi,92,CA_39032,69,0.23,0.6,-0.83,-0.18,-1.0,ETo
2024-07-08,90,ndvi,93,CA_39770,69,0.15,0.43,-0.71,-0.08,-1.0,ETo
2024-07-08,90,ndvi,94,CA_40009,69,0.2,0.5,-0.85,-0.14,-1.0,ETo
2024-07-08,90,ndvi,95,CA_41244,69,0.08,0.21,0.65,0.05,-0.05,ETo
2024-07-08,90,ndvi,96,CA_41458,69,0.12,0.31,0.79,0.12,-0.6,ETo
2024-07-08,90,ndvi,97,CA_41682,69,0.11,0.27,0.63,-0.02,0.06,ETo
2024-07-08,90,ndvi,98,CA_42021,69,0.09,0.22,0.72,-0.03,0.06,ETo
2024-07-08,90,ndvi,99,CA_42143,69,0.08,0.19,0.91,0.07,0.4,ETo
2024-07-08,90,ndvi,100,CA_298397,75,0.04,0.07,-0.36,-0.01,0.95,ET
2024-07-08,90,ndvi,101,CA_299395,75,0.37,0.83,-0.82,-0.37,0.63,ET
2024-07-08,90,ndvi,102,CA_299467,75,0.29,0.7,0.34,-0.29,-1.0,ET
2024-07-08,90,ndvi,103,CA_300271,75,0.28,0.44,-0.04,-0.28,0.24,ET
2024-07-08,90,ndvi,104,CA_300581,75,0.44,0.95,-0.64,-0.44,0.39,ET
2024-07-08,90,ndvi,105,CA_300893,75,0.23,0.59,-0.74,0.18,-1.0,ET
2024-07-08,90,ndvi,106,CA_301734,75,0.17,0.42,0.62,-0.13,0.23,ET
2024-07-08,90,ndvi,107,CA_301986,75,0.16,0.29,0.37,-0.09,0.09,ET
2024-07-08,90,ndvi,108,CA_302388,75,0.86,1.09,-0.87,0.86,-0.38,ET
2024-07-08,90,ndvi,109,CA_302578,75,0.14,0.32,-0.55,0.08,-0.7,ET
2024-07-08,90,ndvi,110,CA_302669,72,0.09,0.15,-0.37,-0.01,0.71,ET
2024-07-08,90,ndvi,111,CA_303433,72,0.21,0.37,0.81,0.2,0.96,ET
2024-07-08,90,ndvi,112,CA_303972,47,0.19,0.4,-0.75,0.1,-0.77,ET
2024-07-08,90,ndvi,113,CA_304258,72,0.17,0.42,-0.64,0.11,-0.47,ET
2024-07-08,90,ndvi,114,CA_304688,72,0.22,0.47,0.45,0.19,-1.0,ET
2024-07-08,90,ndvi,115,CA_305684,204,0.16,0.31,-0.85,-0.03,0.4,ET
2024-07-08,90,ndvi,116,CA_306027,204,0.19,0.39,-0.54,0.15,-0.16,ET
2024-07-08,90,ndvi,117,CA_306521,204,0.17,0.36,-0.74,-0.15,0.9,ET
2024-07-08,90,ndvi,118,CA_307370,204,0.3,0.75,0.48,0.3,-1.0,ET
2024-07-08,90,ndvi,119,CA_307376,204,1.04,1.69,0.57,-1.04,0.3,ET
2024-07-08,90,ndvi,120,CA_307472,204,0.45,0.85,0.76,-0.45,0.4,ET
2024-07-08,90,ndvi,121,CA_307774,204,0.19,0.38,-0.66,0.19,-1.0,ET
2024-07-08,90,ndvi,122,CA_32080,75,1.09,1.59,-0.14,1.09,-1.0,ET
2024-07-08,90,ndvi,123,CA_32260,61,0.46,0.78,0.86,-0.46,-0.45,ET
2024-07-08,90,ndvi,124,CA_32418,47,0.43,0.75,0.37,-0.43,0.28,ET
2024-07-08,90,ndvi,125,CA_32637,47,0.18,0.43,0.54,-0.18,-1.0,ET
2024-07-08,90,ndvi,126,CA_32667,61,0.22,0.5,-0.46,-0.22,-1.0,ET
2024-07-08,90,ndvi,127,CA_35772,36,0.3,0.59,0.43,-0.3,0.1,ET
2024-07-08,90,ndvi,128,CA_36095,61,0.22,0.44,0.32,-0.14,-1.0,ET
2024-07-08,90,ndvi,129,CA_36121,47,0.21,0.5,-0.76,-0.1,0.56,ET
2024-07-08,90,ndvi,130,CA_36281,61,0.21,0.45,-0.83,-0.15,0.82,ET
2024-07-08,90,ndvi,131,CA_36850,61,0.22,0.4,0.14,0.22,-0.58,ET
2024-07-08,90,ndvi,132,CA_36898,37,0.28,0.59,-0.75,-0.21,-0.04,ET
2024-07-08,90,ndvi,133,CA_36982,241,0.11,0.26,0.02,-0.02,0.65,ET
2024-07-08,90,ndvi,134,CA_37400,61,0.24,0.49,-0.81,-0.24,0.81,ET
2024-07-08,90,ndvi,135,CA_37674,47,1.32,2.11,-0.86,1.32,-1.0,ET
2024-07-08,90,ndvi,136,CA_37683,61,1.61,2.21,0.64,-1.61,-1.0,ET
2024-07-08,90,ndvi,137,CA_37890,241,0.11,0.25,0.59,-0.05,0.82,ET
2024-07-08,90,ndvi,138,CA_38650,47,1.25,1.71,0.45,1.25,0.58,ET
2024-07-08,90,ndvi,139,CA_38734,204,0.07,0.11,0.9,-0.07,0.99,ET
2024-07-08,90,ndvi,140,CA_38912,69,0.24,0.48,0.88,0.24,0.77,ET
2024-07-08,90,ndvi,141,CA_39031,69,0.25,0.37,0.79,-0.25,0.96,ET
2024-07-08,90,ndvi,142,CA_39032,69,0.17,0.36,-0.82,-0.13,0.36,ET
2024-07-08,90,ndvi,143,CA_39770,69,0.42,0.84,-0.82,-0.42,-1.0,ET
2024-07-08,90,ndvi,144,CA_40009,69,0.74,1.4,0.89,-0.74,-1.0,ET
2024-07-08,90,ndvi,145,CA_41244,69,0.37,0.67,0.52,0.37,0.43,ET
2024-07-08,90,ndvi,146,CA_41458,69,0.22,0.49,-0.07,0.22,-0.47,ET
2024-07-08,90,ndvi,147,CA_41682,69,0.15,0.22,0.69,-0.15,-1.0,ET
2024-07-08,90,ndvi,148,CA_42021,69,0.15,0.29,0.77,-0.13,0.58,ET
2024-07-08,90,ndvi,149,CA_42143,69,0.41,0.72,0.82,0.41,-0.18,ET
2024-07-15,180,None,0,CA_298397,75,0.24,0.17,-0.81,-0.24,-1.0,ETof
2024-07-15,180,None,1,CA_299395,75,0.2,0.19,0.87,-0.2,0.76,ETof
2024-07-15,180,None,2,CA_299467,75,0.33,0.3,-1.0,-0.33,-1.0,ETof
2024-07-15,180,None,3,CA_300271,75,0.2,0.14,-0.98,-0.17,-1.0,ETof
2024-07-15,180,None,4,CA_300581,75,0.2,0.18,-0.94,-0.2,0.63,ETof
2024-07-15,180,None,5,CA_300893,75,0.01,0.02,-0.0,0.01,0.98,ETof
2024-07-15,180,None,6,CA_301734,75,0.02,0.02,0.59,0.0,0.89,ETof
2024-07-15,180,None,7,CA_301986,75,0.29,0.21,0.87,-0.29,-1.0,ETof
2024-07-15,180,None,8,CA_302388,75,0.02,0.01,0.69,0.02,0.99,ETof
2024-07-15,180,None,9,CA_302578,75,0.11,0.1,0.65,0.11,-1.0,ETof
2024-07-15,180,None,10,CA_302669,72,0.2,0.14,0.96,-0.2,-1.0,ETof
2024-07-15,180,None,11,CA_303433,72,0.05,0.04,1.0,0.05,0.99,ETof
2024-07-15,180,None,12,CA_303972,47,0.03,0.03,0.0,0.03,-0.25,ETof
2024-07-15,180,None,13,CA_304258,72,0.09,0.1,-1.0,-0.09,-1.0,ETof
2024-07-15,180,None,14,CA_304688,72,0.09,0.09,-0.99,-0.09,-0.79,ETof
2024-07-15,180,None,15,CA_305684,204,0.08,0.07,0.94,-0.08,0.76,ETof
2024-07-15,180,None,16,CA_306027,204,0.03,0.03,-0.98,-0.02,0.97,ETof
2024-07-15,180,None,17,CA_306521,204,0.18,0.17,0.64,-0.18,0.84,ETof
2024-07-15,180,None,18,CA_307370,204,0.03,0.03,-0.11,-0.02,-0.28,ETof
2024-07-15,180,None,19,CA_307376,204,0.37,0.3,0.99,-0.37,-0.79,ETof
2024-07-15,180,None,20,CA_307472,204,0.26,0.25,-0.84,-0.26,0.34,ETof
2024-07-15,180,None,21,CA_307774,204,0.07,0.07,-0.99,-0.06,-0.03,ETof
2024-07-15,180,None,22,CA_32080,75,0.18,0.12,1.0,-0.18,-1.0,ETof
2024-07-15,180,None,23,CA_32260,61,0.11,0.08,-0.96,-0.11,0.64,ETof
2024-07-15,180,None,24,CA_32418,47,0.2,0.17,0.96,-0.2,-0.13,ETof
2024-07-15,180,None,25,CA_32637,47,0.07,0.06,0.17,0.07,-1.0,ETof
2024-07-15,180,None,26,CA_32667,61,0.04,0.03,-0.56,-0.04,-1.0,ETof
2024-07-15,180,None,27,CA_35772,36,0.08,0.07,-0.55,-0.08,0.6,ETof
2024-07-15,180,None,28,CA_36095,61,0.12,0.11,0.45,0.12,-1.0,ETof
2024-07-15,180,None,29,CA_36121,47,0.1,0.1,-0.39,0.1,0.6,ETof
2024-07-15,180,None,30,CA_36281,61,0.01,0.01,0.74,0.0,1.0,ETof
2024-07-15,180,None,31,CA_36850,61,0.12,0.12,-0.99,-0.12,-1.0,ETof
2024-07-15,180,None,32,CA_36898,37,0.24,0.2,0.08,-0.24,-1.0,ETof
2024-07-15,180,None,33,CA_36982,241,0.07,0.07,-0.78,0.07,0.42,ETof
2024-07-15,180,None,34,CA_37400,61,0.11,0.09,-0.82,-0.11,0.92,ETof
2024-07-15,180,None,35,CA_37674,47,0.05,0.05,-0.71,0.05,0.97,ETof
2024-07-15,180,None,36,CA_37683,61,0.55,0.37,0.98,-0.55,-1.0,ETof
2024-07-15,180,None,37,CA_37890,241,0.03,0.03,0.81,0.03,0.93,ETof
2024-07-15,180,None,38,CA_38650,47,0.55,0.43,1.0,0.55,0.6,ETof
2024-07-15,180,None,39,CA_38734,204,0.4,0.36,0.92,0.4,0.18,ETof
2024-07-15,180,None,40,CA_38912,69,0.07,0.07,-0.81,0.06,0.9,ETof
2024-07-15,180,None,41,CA_39031,69,0.09,0.07,-0.91,-0.09,0.97,ETof
2024-07-15,180,None,42,CA_39032,69,0.02,0.02,-0.77,0.01,0.98,ETof
2024-07-15,180,None,43,CA_39770,69,0.16,0.14,-0.18,0.16,0.57,ETof
2024-07-15,180,None,44,CA_40009,69,0.14,0.16,-0.91,-0.14,0.42,ETof
2024-07-15,180,None,45,CA_41244,69,0.05,0.05,-0.85,0.05,0.89,ETof
2024-07-15,180,None,46,CA_41458,69,0.12,0.13,-0.96,0.11,0.57,ETof
2024-07-15,180,None,47,CA_41682,69,0.02,0.02,-0.94,0.02,0.78,ETof
2024-07-15,180,None,48,CA_42021,69,0.27,0.22,-0.94,-0.27,-0.85,ETof
2024-07-15,180,None,49,CA_42143,69,0.19,0.16,0.77,0.19,0.22,ETof
2024-07-15,180,None,50,CA_298397,75,0.13,0.31,0.74,-0.13,0.03,ETo
2024-07-15,180,None,51,CA_299395,75,0.12,0.31,-0.62,0.01,-0.07,ETo
2024-07-15,180,None,52,CA_299467,75,0.11,0.3,-0.6,0.01,-0.05,ETo
2024-07-15,180,None,53,CA_300271,75,0.1,0.23,0.09,0.06,0.57,ETo
2024-07-15,180,None,54,CA_300581,75,0.09,0.21,0.09,0.04,0.61,ETo
2024-07-15,180,None,55,CA_300893,75,0.09,0.2,0.28,0.05,0.49,ETo
2024-07-15,180,None,56,CA_301734,75,0.09,0.21,0.09,0.04,0.61,ETo
2024-07-15,180,None,57,CA_301986,75,0.09,0.21,0.48,0.07,0.37,ETo
2024-07-15,180,None,58,CA_302388,75,0.08,0.19,0.19,0.05,0.51,ETo
2024-07-15,180,None,59,CA_302578,75,0.14,0.31,0.62,0.13,-1.0,ETo
2024-07-15,180,None,60,CA_302669,72,0.09,0.26,-0.56,0.02,0.37,ETo
2024-07-15,180,None,61,CA_303433,72,0.1,0.23,0.38,0.08,0.24,ETo
2024-07-15,180,None,62,CA_303972,47,0.08,0.21,-0.25,0.03,0.53,ETo
2024-07-15,180,None,63,CA_304258,72,0.11,0.24,0.49,0.09,-0.08,ETo
2024-07-15,180,None,64,CA_304688,72,0.07,0.2,-0.04,0.01,0.61,ETo
2024-07-15,180,None,65,CA_305684,204,0.13,0.34,-0.65,0.04,-0.64,ETo
2024-07-15,180,None,66,CA_306027,204,0.11,0.24,0.64,0.09,-0.1,ETo
2024-07-15,180,None,67,CA_306521,204,0.11,0.27,0.3,0.11,-1.0,ETo
2024-07-15,180,None,68,CA_307370,204,0.1,0.25,-0.17,0.06,0.45,ETo
2024-07-15,180,None,69,CA_307376,204,0.1,0.25,-0.17,0.06,0.45,ETo
2024-07-15,180,None,70,CA_307472,204,0.1,0.24,-0.16,0.05,0.5,ETo
2024-07-15,180,None,71,CA_307774,204,0.12,0.28,0.86,0.12,-1.0,ETo
2024-07-15,180,None,72,CA_32080,75,0.21,0.51,-0.78,-0.12,-0.17,ETo
2024-07-15,180,None,73,CA_32260,61,0.21,0.49,-0.77,-0.1,-0.25,ETo
2024-07-15,180,None,74,CA_32418,47,0.27,0.61,0.28,-0.27,-1.0,ETo
2024-07-15,180,None,75,CA_32637,47,0.22,0.56,-0.68,-0.15,-0.23,ETo
2024-07-15,180,None,76,CA_32667,61,0.12,0.27,-0.57,-0.05,0.39,ETo
2024-07-15,180,None,77,CA_35772,36,0.22,0.51,-0.8,-0.12,-0.02,ETo
2024-07-15,180,None,78,CA_36095,61,0.27,0.62,0.16,-0.27,-1.0,ETo
2024-07-15,180,None,79,CA_36121,47,0.29,0.67,0.18,-0.29,-1.0,ETo
2024-07-15,180,None,80,CA_36281,61,0.2,0.46,-0.81,-0.09,-0.23,ETo
2024-07-15,180,None,81,CA_36850,61,0.2,0.45,-0.81,-0.09,-0.21,ETo
2024-07-15,180,None,82,CA_36898,37,0.2,0.47,-0.82,-0.1,-0.16,ETo
2024-07-15,180,None,83,CA_36982,241,0.2,0.45,-0.81,-0.09,-0.21,ETo
2024-07-15,180,None,84,CA_37400,61,0.21,0.53,-0.78,-0.13,-0.26,ETo
2024-07-15,180,None,85,CA_37674,47,0.12,0.28,-0.7,-0.05,0.23,ETo
2024-07-15,180,None,86,CA_37683,61,0.32,0.75,0.04,-0.32,-1.0,ETo
2024-07-15,180,None,87,CA_37890,241,0.18,0.43,-0.85,-0.1,-0.33,ETo
2024-07-15,180,None,88,CA_38650,47,0.2,0.45,-0.81,-0.06,-0.61,ETo
2024-07-15,180,None,89,CA_38734,204,0.25,0.58,0.23,-0.25,-1.0,ETo
2024-07-15,180,None,90,CA_38912,69,0.12,0.27,-0.77,-0.04,0.11,ETo
2024-07-15,180,None,91,CA_39031,69,0.11,0.27,-0.75,-0.05,0.2,ETo
2024-07-15,180,None,92,CA_39032,69,0.12,0.28,-0.7,-0.05,0.23,ETo
2024-07-15,180,None,93,CA_39770,69,0.16,0.39,0.71,-0.16,-0.1,ETo
2024-07-15,180,None,94,CA_40009,69,0.21,0.47,-0.89,-0.09,-0.94,ETo
2024-07-15,180,None,95,CA_41244,69,0.24,0.57,0.04,-0.24,-1.0,ETo
2024-07-15,180,None,96,CA_41458,69,0.19,0.49,0.12,-0.19,-1.0,ETo
2024-07-15,180,None,97,CA_41682,69,0.22,0.54,-0.77,-0.16,-0.3,ETo
2024-07-15,180,None,98,CA_42021,69,0.3,0.68,0.32,-0.3,-1.0,ETo
2024-07-15,180,None,99,CA_42143,69,0.12,0.28,-0.74,-0.03,0.06,ETo
2024-07-15,180,None,100,CA_298397,75,0.07,0.1,-0.03,-0.07,0.9,ET
2024-07-15,180,None,101,CA_299395,75,0.45,0.92,0.57,-0.45,0.65,ET
2024-07-15,180,None,102,CA_299467,75,0.56,1.1,-0.96,-0.56,-1.0,ET
2024-07-15,180,None,103,CA_300271,75,0.21,0.32,-0.53,-0.17,0.53,ET
2024-07-15,180,None,104,CA_300581,75,0.34,0.67,0.72,-0.34,0.75,ET
2024-07-15,180,None,105,CA_300893,75,0.09,0.2,-0.3,-0.07,0.88,ET
2024-07-15,180,None,106,CA_301734,75,0.1,0.22,-0.43,-0.08,0.84,ET
2024-07-15,180,None,107,CA_301986,75,0.41,0.66,0.02,0.41,-0.68,ET
2024-07-15,180,None,108,CA_302388,75,0.04,0.07,-0.31,0.02,0.99,ET
2024-07-15,180,None,109,CA_302578,75,0.25,0.49,0.17,-0.25,-1.0,ET
2024-07-15,180,None,110,CA_302669,72,0.06,0.12,0.81,0.02,0.94,ET
2024-07-15,180,None,111,CA_303433,72,0.12,0.19,0.98,0.12,0.99,ET
2024-07-15,180,None,112,CA_303972,47,0.37,0.66,0.36,-0.37,-1.0,ET
2024-07-15,180,None,113,CA_304258,72,0.07,0.2,0.1,-0.07,0.27,ET
2024-07-15,180,None,114,CA_304688,72,0.13,0.3,-0.01,-0.12,0.59,ET
2024-07-15,180,None,115,CA_305684,204,0.1,0.23,0.59,-0.07,0.83,ET
2024-07-15,180,None,116,CA_306027,204,0.05,0.1,0.3,-0.0,0.97,ET
2024-07-15,180,None,117,CA_306521,204,0.22,0.41,0.4,-0.22,0.91,ET
2024-07-15,180,None,118,CA_307370,204,0.25,0.63,0.11,-0.25,-1.0,ET
